T      Bact  Phage     Lys   VMR  P_spec B_spec 
1242  897672 10204082  355304  8.1   98   75 
1243  897672 10204082  355304  8.1   98   75 
1244  897672 10204082  355304  8.1   98   75 
1245  897672 10204082  355304  8.1   98   75 
1246  897672 10204082  355304  8.1   98   75 
1247  897672 10204082  355304  8.1   98   75 
1248  897672 10204082  355304  8.1   98   75 
1249  897672 10204082  355304  8.1   98   75 
1250  897672 10204082  355304  8.1   98   75 
1251  897672 10204082  355304  8.1   98   75 
1252  897672 10204082  355304  8.1   98   75 
1253  897672 10204082  355304  8.1   98   75 
1254  897672 10204082  355304  8.1   98   75 
1255  897672 10204082  355304  8.1   98   75 
1256  897672 10204082  355304  8.1   98   75 
1257  897672 10204082  355304  8.1   98   75 
1258  897672 10204082  355304  8.1   98   75 
1259  897672 10204082  355304  8.1   98   75 
1260  897672 10204082  355304  8.1   98   75 
1261  897672 10204082  355304  8.1   98   75 
1262  897672 10204082  355304  8.1   98   75 
1263  897672 10204082  355304  8.1   98   75 
1264  897672 10204082  355304  8.1   98   75 
1265  897672 10204082  355304  8.1   98   75 
1266  897672 10204082  355304  8.1   98   75 
1267  897672 10204082  355304  8.1   98   75 
1268  897672 10204082  355304  8.1   98   75 
1269  897672 10204082  355304  8.1   98   75 
1270  897672 10204082  355304  8.1   98   75 
1271  897672 10204082  355304  8.1   98   75 
1272  897672 10204082  355304  8.1   98   75 
1273  897672 10204082  355304  8.1   98   75 
1274  897672 10204082  355304  8.1   98   75 
1275  897672 10204082  355304  8.1   98   75 
1276  897672 10204082  355304  8.1   98   75 
1277  897672 10204082  355304  8.1   98   75 
1278  897672 10204082  355304  8.1   98   75 
1279  897672 10204082  355304  8.1   98   75 
1280  897672 10204082  355304  8.1   98   75 
1281  897672 10204082  355304  8.1   98   75 
1282  897672 10204082  355304  8.1   98   75 
1283  897672 10204082  355304  8.1   98   75 
1284  897672 10204082  355304  8.1   98   75 
1285  897672 10204082  355304  8.1   98   75 
1286  897672 10204082  355304  8.1   98   75 
1287  897672 10204082  355304  8.1   98   75 
1288  897672 10204082  355304  8.1   98   75 
1289  897672 10204082  355304  8.1   98   75 
1290  897672 10204082  355304  8.1   98   75 
1291  897672 10204082  355304  8.1   98   75 
1292  897672 10204082  355304  8.1   98   75 
1293  897672 10204082  355304  8.1   98   75 
1294  897672 10204082  355304  8.1   98   75 
1295  897672 10204082  355304  8.1   98   75 
1296  897672 10204082  355304  8.1   98   75 
1297  897672 10204082  355304  8.1   98   75 
1298  897672 10204082  355304  8.1   98   75 
1299  897672 10204082  355304  8.1   98   75 
1300  897672 10204082  355304  8.1   98   75 
1301  897672 10204082  355304  8.1   98   75 
1302  897672 10204082  355304  8.1   98   75 
1303  897672 10204082  355304  8.1   98   75 
1304  897672 10204082  355304  8.1   98   75 
1305  897672 10204082  355304  8.1   98   75 
1306  897672 10204082  355304  8.1   98   75 
1307  897672 10204082  355304  8.1   98   75 
1308  897672 10204082  355304  8.1   98   75 
1309  897672 10204082  355304  8.1   98   75 
1310  897672 10204082  355304  8.1   98   75 
1311  897672 10204082  355304  8.1   98   75 
1312  897672 10204082  355304  8.1   98   75 
1313  897672 10204082  355304  8.1   98   75 
1314  897672 10204082  355304  8.1   98   75 
1315  897672 10204082  355304  8.1   98   75 
1316  897672 10204082  355304  8.1   98   75 
1317  897672 10204082  355304  8.1   98   75 
1318  897672 10204082  355304  8.1   98   75 
1319  897672 10204082  355304  8.1   98   75 
1320  897672 10204082  355304  8.1   98   75 
1321  897672 10204082  355304  8.1   98   75 
1322  897672 10204082  355304  8.1   98   75 
1323  897672 10204082  355304  8.1   98   75 
1324  897672 10204082  355304  8.1   98   75 
1325  897672 10204082  355304  8.1   98   75 
1326  897672 10204082  355304  8.1   98   75 
1327  897672 10204082  355304  8.1   98   75 
1328  897672 10204082  355304  8.1   98   75 
1329  897672 10204082  355304  8.1   98   75 
1330  897672 10204082  355304  8.1   98   75 
1331  897672 10204082  355304  8.1   98   75 
1332  897672 10204082  355304  8.1   98   75 
1333  897672 10204082  355304  8.1   98   75 
1334  897672 10204082  355304  8.1   98   75 
1335  897672 10204082  355304  8.1   98   75 
1336  897672 10204082  355304  8.1   98   75 
1337  897672 10204082  355304  8.1   98   75 
1338  897672 10204082  355304  8.1   98   75 
1339  897672 10204082  355304  8.1   98   75 
1340  897672 10204082  355304  8.1   98   75 
1341  897672 10204082  355304  8.1   98   75 
1342  897672 10204082  355304  8.1   98   75 
1343  897672 10204082  355304  8.1   98   75 
1344  897672 10204082  355304  8.1   98   75 
1345  897672 10204082  355304  8.1   98   75 
1346  897672 10204082  355304  8.1   98   75 
1347  897672 10204082  355304  8.1   98   75 
1348  897672 10204082  355304  8.1   98   75 
1349  897672 10204082  355304  8.1   98   75 
1350  897672 10204082  355304  8.1   98   75 
1351  897672 10204082  355304  8.1   98   75 
1352  897672 10204082  355304  8.1   98   75 
1353  897672 10204082  355304  8.1   98   75 
1354  897672 10204082  355304  8.1   98   75 
1355  897672 10204082  355304  8.1   98   75 
1356  897672 10204082  355304  8.1   98   75 
1357  897672 10204082  355304  8.1   98   75 
1358  897672 10204082  355304  8.1   98   75 
1359  897672 10204082  355304  8.1   98   75 
1360  897672 10204082  355304  8.1   98   75 
1361  897672 10204082  355304  8.1   98   75 
1362  897672 10204082  355304  8.1   98   75 
1363  897672 10204082  355304  8.1   98   75 
1364  897672 10204082  355304  8.1   98   75 
1365  897672 10204082  355304  8.1   98   75 
1366  897672 10204082  355304  8.1   98   75 
1367  897672 10204082  355304  8.1   98   75 
1368  897672 10204082  355304  8.1   98   75 
1369  897672 10204082  355304  8.1   98   75 
1370  897672 10204082  355304  8.1   98   75 
1371  897672 10204082  355304  8.1   98   75 
1372  897672 10204082  355304  8.1   98   75 
1373  897672 10204082  355304  8.1   98   75 
1374  897672 10204082  355304  8.1   98   75 
1375  897672 10204082  355304  8.1   98   75 
1376  897672 10204082  355304  8.1   98   75 
1377  897672 10204082  355304  8.1   98   75 
1378  897672 10204082  355304  8.1   98   75 
1379  897672 10204082  355304  8.1   98   75 
1380  897672 10204082  355304  8.1   98   75 
1381  897672 10204082  355304  8.1   98   75 
1382  897672 10204082  355304  8.1   98   75 
1383  897672 10204082  355304  8.1   98   75 
1384  897672 10204082  355304  8.1   98   75 
1385  897672 10204082  355304  8.1   98   75 
1386  897672 10204082  355304  8.1   98   75 
1387  897672 10204082  355304  8.1   98   75 
1388  897672 10204082  355304  8.1   98   75 
1389  897672 10204082  355304  8.1   98   75 
1390  897672 10204082  355304  8.1   98   75 
1391  897672 10204082  355304  8.1   98   75 
1392  897672 10204082  355304  8.1   98   75 
1393  897672 10204082  355304  8.1   98   75 
1394  897672 10204082  355304  8.1   98   75 
1395  897672 10204082  355304  8.1   98   75 
1396  897672 10204082  355304  8.1   98   75 
1397  897672 10204082  355304  8.1   98   75 
1398  897672 10204082  355304  8.1   98   75 
1399  897672 10204082  355304  8.1   98   75 
1400  897672 10204082  355304  8.1   98   75 
1401  897672 10204082  355304  8.1   98   75 
1402  897672 10204082  355304  8.1   98   75 
1403  897672 10204082  355304  8.1   98   75 
1404  897672 10204082  355304  8.1   98   75 
1405  897672 10204082  355304  8.1   98   75 
1406  897672 10204082  355304  8.1   98   75 
1407  897672 10204082  355304  8.1   98   75 
1408  897672 10204082  355304  8.1   98   75 
1409  897672 10204082  355304  8.1   98   75 
1410  897672 10204082  355304  8.1   98   75 
1411  897672 10204082  355304  8.1   98   75 
1412  897672 10204082  355304  8.1   98   75 
1413  897672 10204082  355304  8.1   98   75 
1414  897672 10204082  355304  8.1   98   75 
1415  897672 10204082  355304  8.1   98   75 
1416  897672 10204082  355304  8.1   98   75 
1417  897672 10204082  355304  8.1   98   75 
1418  897672 10204082  355304  8.1   98   75 
1419  897672 10204082  355304  8.1   98   75 
1420  897672 10204082  355304  8.1   98   75 
1421  897672 10204082  355304  8.1   98   75 
1422  897672 10204082  355304  8.1   98   75 
1423  897672 10204082  355304  8.1   98   75 
1424  897672 10204082  355304  8.1   98   75 
1425  897672 10204082  355304  8.1   98   75 
1426  897672 10204082  355304  8.1   98   75 
1427  897672 10204082  355304  8.1   98   75 
1428  897672 10204082  355304  8.1   98   75 
1429  897672 10204082  355304  8.1   98   75 
1430  897672 10204082  355304  8.1   98   75 
1431  897672 10204082  355304  8.1   98   75 
1432  897672 10204082  355304  8.1   98   75 
1433  897672 10204082  355304  8.1   98   75 
1434  897672 10204082  355304  8.1   98   75 
1435  897672 10204082  355304  8.1   98   75 
1436  897672 10204082  355304  8.1   98   75 
1437  897672 10204082  355304  8.1   98   75 
1438  897672 10204082  355304  8.1   98   75 
1439  897672 10204082  355304  8.1   98   75 
1440  897672 10204082  355304  8.1   98   75 
1441  897672 10204082  355304  8.1   98   75 
1442  897672 10204082  355304  8.1   98   75 
1443  897672 10204082  355304  8.1   98   75 
1444  897672 10204082  355304  8.1   98   75 
1445  897672 10204082  355304  8.1   98   75 
1446  897672 10204082  355304  8.1   98   75 
1447  897672 10204082  355304  8.1   98   75 
1448  897672 10204082  355304  8.1   98   75 
1449  897672 10204082  355304  8.1   98   75 
1450  897672 10204082  355304  8.1   98   75 
1451  897672 10204082  355304  8.1   98   75 
1452  897672 10204082  355304  8.1   98   75 
1453  897672 10204082  355304  8.1   98   75 
1454  897672 10204082  355304  8.1   98   75 
1455  897672 10204082  355304  8.1   98   75 
1456  897672 10204082  355304  8.1   98   75 
1457  897672 10204082  355304  8.1   98   75 
1458  897672 10204082  355304  8.1   98   75 
1459  897672 10204082  355304  8.1   98   75 
1460  897672 10204082  355304  8.1   98   75 
1461  897672 10204082  355304  8.1   98   75 
1462  897672 10204082  355304  8.1   98   75 
1463  897672 10204082  355304  8.1   98   75 
1464  897672 10204082  355304  8.1   98   75 
1465  897672 10204082  355304  8.1   98   75 
1466  897672 10204082  355304  8.1   98   75 
1467  897672 10204082  355304  8.1   98   75 
1468  897672 10204082  355304  8.1   98   75 
1469  897672 10204082  355304  8.1   98   75 
1470  897672 10204082  355304  8.1   98   75 
1471  897672 10204082  355304  8.1   98   75 
1472  897672 10204082  355304  8.1   98   75 
1473  897672 10204082  355304  8.1   98   75 
1474  897672 10204082  355304  8.1   98   75 
1475  897672 10204082  355304  8.1   98   75 
1476  897672 10204082  355304  8.1   98   75 
1477  897672 10204082  355304  8.1   98   75 
1478  897672 10204082  355304  8.1   98   75 
1479  897672 10204082  355304  8.1   98   75 
1480  897672 10204082  355304  8.1   98   75 
1481  897672 10204082  355304  8.1   98   75 
1482  897672 10204082  355304  8.1   98   75 
1483  897672 10204082  355304  8.1   98   75 
1484  897672 10204082  355304  8.1   98   75 
1485  897672 10204082  355304  8.1   98   75 
1486  897672 10204082  355304  8.1   98   75 
1487  897672 10204082  355304  8.1   98   75 
1488  897672 10204082  355304  8.1   98   75 
1489  897672 10204082  355304  8.1   98   75 
1490  897672 10204082  355304  8.1   98   75 
1491  897672 10204082  355304  8.1   98   75 
1492  897672 10204082  355304  8.1   98   75 
1493  897672 10204082  355304  8.1   98   75 
1494  897672 10204082  355304  8.1   98   75 
1495  897672 10204082  355304  8.1   98   75 
1496  897672 10204082  355304  8.1   98   75 
1497  897672 10204082  355304  8.1   98   75 
1498  897672 10204082  355304  8.1   98   75 
1499  897672 10204082  355304  8.1   98   75 
1500  897672 10204082  355304  8.1   98   75 
1501  897672 10204082  355304  8.1   98   75 
1502  897672 10204082  355304  8.1   98   75 
1503  897672 10204082  355304  8.1   98   75 
1504  897672 10204082  355304  8.1   98   75 
1505  897672 10204082  355304  8.1   98   75 
1506  897672 10204082  355304  8.1   98   75 
1507  897672 10204082  355304  8.1   98   75 
1508  897672 10204082  355304  8.1   98   75 
1509  897672 10204082  355304  8.1   98   75 
1510  897672 10204082  355304  8.1   98   75 
1511  897672 10204082  355304  8.1   98   75 
1512  897672 10204082  355304  8.1   98   75 
1513  897672 10204082  355304  8.1   98   75 
1514  897672 10204082  355304  8.1   98   75 
1515  897672 10204082  355304  8.1   98   75 
1516  897672 10204082  355304  8.1   98   75 
1517  897672 10204082  355304  8.1   98   75 
1518  897672 10204082  355304  8.1   98   75 
1519  897672 10204082  355304  8.1   98   75 
1520  897672 10204082  355304  8.1   98   75 
1521  897672 10204082  355304  8.1   98   75 
1522  897672 10204082  355304  8.1   98   75 
1523  897672 10204082  355304  8.1   98   75 
1524  897672 10204082  355304  8.1   98   75 
1525  897672 10204082  355304  8.1   98   75 
1526  897672 10204082  355304  8.1   98   75 
1527  897672 10204082  355304  8.1   98   75 
1528  897672 10204082  355304  8.1   98   75 
1529  897672 10204082  355304  8.1   98   75 
1530  897672 10204082  355304  8.1   98   75 
1531  897672 10204082  355304  8.1   98   75 
1532  897672 10204082  355304  8.1   98   75 
1533  897672 10204082  355304  8.1   98   75 
1534  897672 10204082  355304  8.1   98   75 
1535  897672 10204082  355304  8.1   98   75 
1536  897672 10204082  355304  8.1   98   75 
1537  897672 10204082  355304  8.1   98   75 
1538  897672 10204082  355304  8.1   98   75 
1539  897672 10204082  355304  8.1   98   75 
1540  897672 10204082  355304  8.1   98   75 
1541  897672 10204082  355304  8.1   98   75 
1542  897672 10204082  355304  8.1   98   75 
1543  897672 10204082  355304  8.1   98   75 
1544  897672 10204082  355304  8.1   98   75 
1545  897672 10204082  355304  8.1   98   75 
1546  897672 10204082  355304  8.1   98   75 
1547  897672 10204082  355304  8.1   98   75 
1548  897672 10204082  355304  8.1   98   75 
1549  897672 10204082  355304  8.1   98   75 
1550  897672 10204082  355304  8.1   98   75 
1551  897672 10204082  355304  8.1   98   75 
1552  897672 10204082  355304  8.1   98   75 
1553  897672 10204082  355304  8.1   98   75 
1554  897672 10204082  355304  8.1   98   75 
1555  897672 10204082  355304  8.1   98   75 
1556  897672 10204082  355304  8.1   98   75 
1557  897672 10204082  355304  8.1   98   75 
1558  897672 10204082  355304  8.1   98   75 
1559  897672 10204082  355304  8.1   98   75 
1560  897672 10204082  355304  8.1   98   75 
1561  897672 10204082  355304  8.1   98   75 
1562  897672 10204082  355304  8.1   98   75 
1563  897672 10204082  355304  8.1   98   75 
1564  897672 10204082  355304  8.1   98   75 
1565  897672 10204082  355304  8.1   98   75 
1566  897672 10204082  355304  8.1   98   75 
1567  897672 10204082  355304  8.1   98   75 
1568  897672 10204082  355304  8.1   98   75 
1569  897672 10204082  355304  8.1   98   75 
1570  897672 10204082  355304  8.1   98   75 
1571  897672 10204082  355304  8.1   98   75 
1572  897672 10204082  355304  8.1   98   75 
1573  897672 10204082  355304  8.1   98   75 
1574  897672 10204082  355304  8.1   98   75 
1575  897672 10204082  355304  8.1   98   75 
1576  897672 10204082  355304  8.1   98   75 
1577  897672 10204082  355304  8.1   98   75 
1578  897672 10204082  355304  8.1   98   75 
1579  897672 10204082  355304  8.1   98   75 
1580  897672 10204082  355304  8.1   98   75 
1581  897672 10204082  355304  8.1   98   75 
1582  897672 10204082  355304  8.1   98   75 
1583  897672 10204082  355304  8.1   98   75 
1584  897672 10204082  355304  8.1   98   75 
1585  897672 10204082  355304  8.1   98   75 
1586  897672 10204082  355304  8.1   98   75 
1587  897672 10204082  355304  8.1   98   75 
1588  897672 10204082  355304  8.1   98   75 
1589  897672 10204082  355304  8.1   98   75 
1590  897672 10204082  355304  8.1   98   75 
1591  897672 10204082  355304  8.1   98   75 
1592  897672 10204082  355304  8.1   98   75 
1593  897672 10204082  355304  8.1   98   75 
1594  897672 10204082  355304  8.1   98   75 
1595  897672 10204082  355304  8.1   98   75 
1596  897672 10204082  355304  8.1   98   75 
1597  897672 10204082  355304  8.1   98   75 
1598  897672 10204082  355304  8.1   98   75 
1599  897672 10204082  355304  8.1   98   75 
1600  897672 10204082  355304  8.1   98   75 
1601  897672 10204082  355304  8.1   98   75 
1602  897672 10204082  355304  8.1   98   75 
1603  897672 10204082  355304  8.1   98   75 
1604  897672 10204082  355304  8.1   98   75 
1605  897672 10204082  355304  8.1   98   75 
1606  897672 10204082  355304  8.1   98   75 
1607  897672 10204082  355304  8.1   98   75 
1608  897672 10204082  355304  8.1   98   75 
1609  897672 10204082  355304  8.1   98   75 
1610  897672 10204082  355304  8.1   98   75 
1611  897672 10204082  355304  8.1   98   75 
1612  897672 10204082  355304  8.1   98   75 
1613  897672 10204082  355304  8.1   98   75 
1614  897672 10204082  355304  8.1   98   75 
1615  897672 10204082  355304  8.1   98   75 
1616  897672 10204082  355304  8.1   98   75 
1617  897672 10204082  355304  8.1   98   75 
1618  897672 10204082  355304  8.1   98   75 
1619  897672 10204082  355304  8.1   98   75 
1620  897672 10204082  355304  8.1   98   75 
1621  897672 10204082  355304  8.1   98   75 
1622  897672 10204082  355304  8.1   98   75 
1623  897672 10204082  355304  8.1   98   75 
1624  897672 10204082  355304  8.1   98   75 
1625  897672 10204082  355304  8.1   98   75 
1626  897672 10204082  355304  8.1   98   75 
1627  897672 10204082  355304  8.1   98   75 
1628  897672 10204082  355304  8.1   98   75 
1629  897672 10204082  355304  8.1   98   75 
1630  897672 10204082  355304  8.1   98   75 
1631  897672 10204082  355304  8.1   98   75 
1632  897672 10204082  355304  8.1   98   75 
1633  897672 10204082  355304  8.1   98   75 
1634  897672 10204082  355304  8.1   98   75 
1635  897672 10204082  355304  8.1   98   75 
1636  897672 10204082  355304  8.1   98   75 
1637  897672 10204082  355304  8.1   98   75 
1638  897672 10204082  355304  8.1   98   75 
1639  897672 10204082  355304  8.1   98   75 
1640  897672 10204082  355304  8.1   98   75 
1641  897672 10204082  355304  8.1   98   75 
1642  897672 10204082  355304  8.1   98   75 
1643  897672 10204082  355304  8.1   98   75 
1644  897672 10204082  355304  8.1   98   75 
1645  897672 10204082  355304  8.1   98   75 
1646  897672 10204082  355304  8.1   98   75 
1647  897672 10204082  355304  8.1   98   75 
1648  897672 10204082  355304  8.1   98   75 
1649  897672 10204082  355304  8.1   98   75 
1650  897672 10204082  355304  8.1   98   75 
1651  897672 10204082  355304  8.1   98   75 
1652  897672 10204082  355304  8.1   98   75 
1653  897672 10204082  355304  8.1   98   75 
1654  897672 10204082  355304  8.1   98   75 
1655  897672 10204082  355304  8.1   98   75 
1656  897672 10204082  355304  8.1   98   75 
1657  897672 10204082  355304  8.1   98   75 
1658  897672 10204082  355304  8.1   98   75 
1659  897672 10204082  355304  8.1   98   75 
1660  897672 10204082  355304  8.1   98   75 
1661  897672 10204082  355304  8.1   98   75 
1662  897672 10204082  355304  8.1   98   75 
1663  897672 10204082  355304  8.1   98   75 
1664  897672 10204082  355304  8.1   98   75 
1665  897672 10204082  355304  8.1   98   75 
1666  897672 10204082  355304  8.1   98   75 
1667  897672 10204082  355304  8.1   98   75 
1668  897672 10204082  355304  8.1   98   75 
1669  897672 10204082  355304  8.1   98   75 
1670  897672 10204082  355304  8.1   98   75 
1671  897672 10204082  355304  8.1   98   75 
1672  897672 10204082  355304  8.1   98   75 
1673  897672 10204082  355304  8.1   98   75 
1674  897672 10204082  355304  8.1   98   75 
1675  897672 10204082  355304  8.1   98   75 
1676  897672 10204082  355304  8.1   98   75 
1677  897672 10204082  355304  8.1   98   75 
1678  897672 10204082  355304  8.1   98   75 
1679  897672 10204082  355304  8.1   98   75 
1680  897672 10204082  355304  8.1   98   75 
1681  897672 10204082  355304  8.1   98   75 
1682  897672 10204082  355304  8.1   98   75 
1683  897672 10204082  355304  8.1   98   75 
1684  897672 10204082  355304  8.1   98   75 
1685  897672 10204082  355304  8.1   98   75 
1686  897672 10204082  355304  8.1   98   75 
1687  897672 10204082  355304  8.1   98   75 
1688  897672 10204082  355304  8.1   98   75 
1689  897672 10204082  355304  8.1   98   75 
1690  897672 10204082  355304  8.1   98   75 
1691  897672 10204082  355304  8.1   98   75 
1692  897672 10204082  355304  8.1   98   75 
1693  897672 10204082  355304  8.1   98   75 
1694  897672 10204082  355304  8.1   98   75 
1695  897672 10204082  355304  8.1   98   75 
1696  897672 10204082  355304  8.1   98   75 
1697  897672 10204082  355304  8.1   98   75 
1698  897672 10204082  355304  8.1   98   75 
1699  897672 10204082  355304  8.1   98   75 
1700  897672 10204082  355304  8.1   98   75 
1701  897672 10204082  355304  8.1   98   75 
1702  897672 10204082  355304  8.1   98   75 
1703  897672 10204082  355304  8.1   98   75 
1704  897672 10204082  355304  8.1   98   75 
1705  897672 10204082  355304  8.1   98   75 
1706  897672 10204082  355304  8.1   98   75 
1707  897672 10204082  355304  8.1   98   75 
1708  897672 10204082  355304  8.1   98   75 
1709  897672 10204082  355304  8.1   98   75 
1710  897672 10204082  355304  8.1   98   75 
1711  897672 10204082  355304  8.1   98   75 
1712  897672 10204082  355304  8.1   98   75 
1713  897672 10204082  355304  8.1   98   75 
1714  897672 10204082  355304  8.1   98   75 
1715  897672 10204082  355304  8.1   98   75 
1716  897672 10204082  355304  8.1   98   75 
1717  897672 10204082  355304  8.1   98   75 
1718  897672 10204082  355304  8.1   98   75 
1719  897672 10204082  355304  8.1   98   75 
1720  897672 10204082  355304  8.1   98   75 
1721  897672 10204082  355304  8.1   98   75 
1722  897672 10204082  355304  8.1   98   75 
1723  897672 10204082  355304  8.1   98   75 
1724  897672 10204082  355304  8.1   98   75 
1725  897672 10204082  355304  8.1   98   75 
1726  897672 10204082  355304  8.1   98   75 
1727  897672 10204082  355304  8.1   98   75 
1728  897672 10204082  355304  8.1   98   75 
1729  897672 10204082  355304  8.1   98   75 
1730  897672 10204082  355304  8.1   98   75 
1731  897672 10204082  355304  8.1   98   75 
1732  897672 10204082  355304  8.1   98   75 
1733  897672 10204082  355304  8.1   98   75 
1734  897672 10204082  355304  8.1   98   75 
1735  897672 10204082  355304  8.1   98   75 
1736  897672 10204082  355304  8.1   98   75 
1737  897672 10204082  355304  8.1   98   75 
1738  897672 10204082  355304  8.1   98   75 
1739  897672 10204082  355304  8.1   98   75 
1740  897672 10204082  355304  8.1   98   75 
1741  897672 10204082  355304  8.1   98   75 
1742  897672 10204082  355304  8.1   98   75 
1743  897672 10204082  355304  8.1   98   75 
1744  897672 10204082  355304  8.1   98   75 
1745  897672 10204082  355304  8.1   98   75 
1746  897672 10204082  355304  8.1   98   75 
1747  897672 10204082  355304  8.1   98   75 
1748  897672 10204082  355304  8.1   98   75 
1749  897672 10204082  355304  8.1   98   75 
1750  897672 10204082  355304  8.1   98   75 
1751  897672 10204082  355304  8.1   98   75 
1752  897672 10204082  355304  8.1   98   75 
1753  897672 10204082  355304  8.1   98   75 
1754  897672 10204082  355304  8.1   98   75 
1755  897672 10204082  355304  8.1   98   75 
1756  897672 10204082  355304  8.1   98   75 
1757  897672 10204082  355304  8.1   98   75 
1758  897672 10204082  355304  8.1   98   75 
1759  897672 10204082  355304  8.1   98   75 
1760  897672 10204082  355304  8.1   98   75 
1761  897672 10204082  355304  8.1   98   75 
1762  897672 10204082  355304  8.1   98   75 
1763  897672 10204082  355304  8.1   98   75 
1764  897672 10204082  355304  8.1   98   75 
1765  897672 10204082  355304  8.1   98   75 
1766  897672 10204082  355304  8.1   98   75 
1767  897672 10204082  355304  8.1   98   75 
1768  897672 10204082  355304  8.1   98   75 
1769  897672 10204082  355304  8.1   98   75 
1770  897672 10204082  355304  8.1   98   75 
1771  897672 10204082  355304  8.1   98   75 
1772  897672 10204082  355304  8.1   98   75 
1773  897672 10204082  355304  8.1   98   75 
1774  897672 10204082  355304  8.1   98   75 
1775  897672 10204082  355304  8.1   98   75 
1776  897672 10204082  355304  8.1   98   75 
1777  897672 10204082  355304  8.1   98   75 
1778  897672 10204082  355304  8.1   98   75 
1779  897672 10204082  355304  8.1   98   75 
1780  897672 10204082  355304  8.1   98   75 
1781  897672 10204082  355304  8.1   98   75 
1782  897672 10204082  355304  8.1   98   75 
1783  897672 10204082  355304  8.1   98   75 
1784  897672 10204082  355304  8.1   98   75 
1785  897672 10204082  355304  8.1   98   75 
1786  897672 10204082  355304  8.1   98   75 
1787  897672 10204082  355304  8.1   98   75 
1788  897672 10204082  355304  8.1   98   75 
1789  897672 10204082  355304  8.1   98   75 
1790  897672 10204082  355304  8.1   98   75 
1791  897672 10204082  355304  8.1   98   75 
1792  897672 10204082  355304  8.1   98   75 
1793  897672 10204082  355304  8.1   98   75 
1794  897672 10204082  355304  8.1   98   75 
1795  897672 10204082  355304  8.1   98   75 
1796  897672 10204082  355304  8.1   98   75 
1797  897672 10204082  355304  8.1   98   75 
1798  897672 10204082  355304  8.1   98   75 
1799  897672 10204082  355304  8.1   98   75 
1800  897672 10204082  355304  8.1   98   75 
1801  897672 10204082  355304  8.1   98   75 
1802  897672 10204082  355304  8.1   98   75 
1803  897672 10204082  355304  8.1   98   75 
1804  897672 10204082  355304  8.1   98   75 
1805  897672 10204082  355304  8.1   98   75 
1806  897672 10204082  355304  8.1   98   75 
1807  897672 10204082  355304  8.1   98   75 
1808  897672 10204082  355304  8.1   98   75 
1809  897672 10204082  355304  8.1   98   75 
1810  897672 10204082  355304  8.1   98   75 
1811  897672 10204082  355304  8.1   98   75 
1812  897672 10204082  355304  8.1   98   75 
1813  897672 10204082  355304  8.1   98   75 
1814  897672 10204082  355304  8.1   98   75 
1815  897672 10204082  355304  8.1   98   75 
1816  897672 10204082  355304  8.1   98   75 
1817  897672 10204082  355304  8.1   98   75 
1818  897672 10204082  355304  8.1   98   75 
1819  897672 10204082  355304  8.1   98   75 
1820  897672 10204082  355304  8.1   98   75 
1821  897672 10204082  355304  8.1   98   75 
1822  897672 10204082  355304  8.1   98   75 
1823  897672 10204082  355304  8.1   98   75 
1824  897672 10204082  355304  8.1   98   75 
1825  897672 10204082  355304  8.1   98   75 
1826  897672 10204082  355304  8.1   98   75 
1827  897672 10204082  355304  8.1   98   75 
1828  897672 10204082  355304  8.1   98   75 
1829  897672 10204082  355304  8.1   98   75 
1830  897672 10204082  355304  8.1   98   75 
1831  897672 10204082  355304  8.1   98   75 
1832  897672 10204082  355304  8.1   98   75 
1833  897672 10204082  355304  8.1   98   75 
1834  897672 10204082  355304  8.1   98   75 
1835  897672 10204082  355304  8.1   98   75 
1836  897672 10204082  355304  8.1   98   75 
1837  897672 10204082  355304  8.1   98   75 
1838  897672 10204082  355304  8.1   98   75 
1839  897672 10204082  355304  8.1   98   75 
1840  897672 10204082  355304  8.1   98   75 
1841  897672 10204082  355304  8.1   98   75 
1842  897672 10204082  355304  8.1   98   75 
1843  897672 10204082  355304  8.1   98   75 
1844  897672 10204082  355304  8.1   98   75 
1845  897672 10204082  355304  8.1   98   75 
1846  897672 10204082  355304  8.1   98   75 
1847  897672 10204082  355304  8.1   98   75 
1848  897672 10204082  355304  8.1   98   75 
1849  897672 10204082  355304  8.1   98   75 
1850  897672 10204082  355304  8.1   98   75 
1851  897672 10204082  355304  8.1   98   75 
1852  897672 10204082  355304  8.1   98   75 
1853  897672 10204082  355304  8.1   98   75 
1854  897672 10204082  355304  8.1   98   75 
1855  897672 10204082  355304  8.1   98   75 
1856  897672 10204082  355304  8.1   98   75 
1857  897672 10204082  355304  8.1   98   75 
1858  897672 10204082  355304  8.1   98   75 
1859  897672 10204082  355304  8.1   98   75 
1860  897672 10204082  355304  8.1   98   75 
1861  897672 10204082  355304  8.1   98   75 
1862  897672 10204082  355304  8.1   98   75 
1863  897672 10204082  355304  8.1   98   75 
1864  897672 10204082  355304  8.1   98   75 
1865  897672 10204082  355304  8.1   98   75 
1866  897672 10204082  355304  8.1   98   75 
1867  897672 10204082  355304  8.1   98   75 
1868  897672 10204082  355304  8.1   98   75 
1869  897672 10204082  355304  8.1   98   75 
1870  897672 10204082  355304  8.1   98   75 
1871  897672 10204082  355304  8.1   98   75 
1872  897672 10204082  355304  8.1   98   75 
1873  897672 10204082  355304  8.1   98   75 
1874  897672 10204082  355304  8.1   98   75 
1875  897672 10204082  355304  8.1   98   75 
1876  897672 10204082  355304  8.1   98   75 
