T      Bact  Phage     Lys   VMR  P_spec B_spec 
1181  830841 10205563  608745  7.1   98   70 
1182  830841 10205563  608745  7.1   98   70 
1183  830841 10205563  608745  7.1   98   70 
1184  830841 10205563  608745  7.1   98   70 
1185  830841 10205563  608745  7.1   98   70 
1186  830841 10205563  608745  7.1   98   70 
1187  830841 10205563  608745  7.1   98   70 
1188  830841 10205563  608745  7.1   98   70 
1189  830841 10205563  608745  7.1   98   70 
1190  830841 10205563  608745  7.1   98   70 
1191  830841 10205563  608745  7.1   98   70 
1192  830841 10205563  608745  7.1   98   70 
1193  830841 10205563  608745  7.1   98   70 
1194  830841 10205563  608745  7.1   98   70 
1195  830841 10205563  608745  7.1   98   70 
1196  830841 10205563  608745  7.1   98   70 
1197  830841 10205563  608745  7.1   98   70 
1198  830841 10205563  608745  7.1   98   70 
1199  830841 10205563  608745  7.1   98   70 
1200  830841 10205563  608745  7.1   98   70 
1201  830841 10205563  608745  7.1   98   70 
1202  830841 10205563  608745  7.1   98   70 
1203  830841 10205563  608745  7.1   98   70 
1204  830841 10205563  608745  7.1   98   70 
1205  830841 10205563  608745  7.1   98   70 
1206  830841 10205563  608745  7.1   98   70 
1207  830841 10205563  608745  7.1   98   70 
1208  830841 10205563  608745  7.1   98   70 
1209  830841 10205563  608745  7.1   98   70 
1210  830841 10205563  608745  7.1   98   70 
1211  830841 10205563  608745  7.1   98   70 
1212  830841 10205563  608745  7.1   98   70 
1213  830841 10205563  608745  7.1   98   70 
1214  830841 10205563  608745  7.1   98   70 
1215  830841 10205563  608745  7.1   98   70 
1216  830841 10205563  608745  7.1   98   70 
1217  830841 10205563  608745  7.1   98   70 
1218  830841 10205563  608745  7.1   98   70 
1219  830841 10205563  608745  7.1   98   70 
1220  830841 10205563  608745  7.1   98   70 
1221  830841 10205563  608745  7.1   98   70 
1222  830841 10205563  608745  7.1   98   70 
1223  830841 10205563  608745  7.1   98   70 
1224  830841 10205563  608745  7.1   98   70 
1225  830841 10205563  608745  7.1   98   70 
1226  830841 10205563  608745  7.1   98   70 
1227  830841 10205563  608745  7.1   98   70 
1228  830841 10205563  608745  7.1   98   70 
1229  830841 10205563  608745  7.1   98   70 
1230  830841 10205563  608745  7.1   98   70 
1231  830841 10205563  608745  7.1   98   70 
1232  830841 10205563  608745  7.1   98   70 
1233  830841 10205563  608745  7.1   98   70 
1234  830841 10205563  608745  7.1   98   70 
1235  830841 10205563  608745  7.1   98   70 
1236  830841 10205563  608745  7.1   98   70 
1237  830841 10205563  608745  7.1   98   70 
1238  830841 10205563  608745  7.1   98   70 
1239  830841 10205563  608745  7.1   98   70 
1240  830841 10205563  608745  7.1   98   70 
1241  830841 10205563  608745  7.1   98   70 
1242  830841 10205563  608745  7.1   98   70 
1243  830841 10205563  608745  7.1   98   70 
1244  830841 10205563  608745  7.1   98   70 
1245  830841 10205563  608745  7.1   98   70 
1246  830841 10205563  608745  7.1   98   70 
1247  830841 10205563  608745  7.1   98   70 
1248  830841 10205563  608745  7.1   98   70 
1249  830841 10205563  608745  7.1   98   70 
1250  830841 10205563  608745  7.1   98   70 
1251  830841 10205563  608745  7.1   98   70 
1252  830841 10205563  608745  7.1   98   70 
1253  830841 10205563  608745  7.1   98   70 
1254  830841 10205563  608745  7.1   98   70 
1255  830841 10205563  608745  7.1   98   70 
1256  830841 10205563  608745  7.1   98   70 
1257  830841 10205563  608745  7.1   98   70 
1258  830841 10205563  608745  7.1   98   70 
1259  830841 10205563  608745  7.1   98   70 
1260  830841 10205563  608745  7.1   98   70 
1261  830841 10205563  608745  7.1   98   70 
1262  830841 10205563  608745  7.1   98   70 
1263  830841 10205563  608745  7.1   98   70 
1264  830841 10205563  608745  7.1   98   70 
1265  830841 10205563  608745  7.1   98   70 
1266  830841 10205563  608745  7.1   98   70 
1267  830841 10205563  608745  7.1   98   70 
1268  830841 10205563  608745  7.1   98   70 
1269  830841 10205563  608745  7.1   98   70 
1270  830841 10205563  608745  7.1   98   70 
1271  830841 10205563  608745  7.1   98   70 
1272  830841 10205563  608745  7.1   98   70 
1273  830841 10205563  608745  7.1   98   70 
1274  830841 10205563  608745  7.1   98   70 
1275  830841 10205563  608745  7.1   98   70 
1276  830841 10205563  608745  7.1   98   70 
1277  830841 10205563  608745  7.1   98   70 
1278  830841 10205563  608745  7.1   98   70 
1279  830841 10205563  608745  7.1   98   70 
1280  830841 10205563  608745  7.1   98   70 
1281  830841 10205563  608745  7.1   98   70 
1282  830841 10205563  608745  7.1   98   70 
1283  830841 10205563  608745  7.1   98   70 
1284  830841 10205563  608745  7.1   98   70 
1285  830841 10205563  608745  7.1   98   70 
1286  830841 10205563  608745  7.1   98   70 
1287  830841 10205563  608745  7.1   98   70 
1288  830841 10205563  608745  7.1   98   70 
1289  830841 10205563  608745  7.1   98   70 
1290  830841 10205563  608745  7.1   98   70 
1291  830841 10205563  608745  7.1   98   70 
1292  830841 10205563  608745  7.1   98   70 
1293  830841 10205563  608745  7.1   98   70 
1294  830841 10205563  608745  7.1   98   70 
1295  830841 10205563  608745  7.1   98   70 
1296  830841 10205563  608745  7.1   98   70 
1297  830841 10205563  608745  7.1   98   70 
1298  830841 10205563  608745  7.1   98   70 
1299  830841 10205563  608745  7.1   98   70 
1300  830841 10205563  608745  7.1   98   70 
1301  830841 10205563  608745  7.1   98   70 
1302  830841 10205563  608745  7.1   98   70 
1303  830841 10205563  608745  7.1   98   70 
1304  830841 10205563  608745  7.1   98   70 
1305  830841 10205563  608745  7.1   98   70 
1306  830841 10205563  608745  7.1   98   70 
1307  830841 10205563  608745  7.1   98   70 
1308  830841 10205563  608745  7.1   98   70 
1309  830841 10205563  608745  7.1   98   70 
1310  830841 10205563  608745  7.1   98   70 
1311  830841 10205563  608745  7.1   98   70 
1312  830841 10205563  608745  7.1   98   70 
1313  830841 10205563  608745  7.1   98   70 
1314  830841 10205563  608745  7.1   98   70 
1315  830841 10205563  608745  7.1   98   70 
1316  830841 10205563  608745  7.1   98   70 
1317  830841 10205563  608745  7.1   98   70 
1318  830841 10205563  608745  7.1   98   70 
1319  830841 10205563  608745  7.1   98   70 
1320  830841 10205563  608745  7.1   98   70 
1321  830841 10205563  608745  7.1   98   70 
1322  830841 10205563  608745  7.1   98   70 
1323  830841 10205563  608745  7.1   98   70 
1324  830841 10205563  608745  7.1   98   70 
1325  830841 10205563  608745  7.1   98   70 
1326  830841 10205563  608745  7.1   98   70 
1327  830841 10205563  608745  7.1   98   70 
1328  830841 10205563  608745  7.1   98   70 
1329  830841 10205563  608745  7.1   98   70 
1330  830841 10205563  608745  7.1   98   70 
1331  830841 10205563  608745  7.1   98   70 
1332  830841 10205563  608745  7.1   98   70 
1333  830841 10205563  608745  7.1   98   70 
1334  830841 10205563  608745  7.1   98   70 
1335  830841 10205563  608745  7.1   98   70 
1336  830841 10205563  608745  7.1   98   70 
1337  830841 10205563  608745  7.1   98   70 
1338  830841 10205563  608745  7.1   98   70 
1339  830841 10205563  608745  7.1   98   70 
1340  830841 10205563  608745  7.1   98   70 
1341  830841 10205563  608745  7.1   98   70 
1342  830841 10205563  608745  7.1   98   70 
1343  830841 10205563  608745  7.1   98   70 
1344  830841 10205563  608745  7.1   98   70 
1345  830841 10205563  608745  7.1   98   70 
1346  830841 10205563  608745  7.1   98   70 
1347  830841 10205563  608745  7.1   98   70 
1348  830841 10205563  608745  7.1   98   70 
1349  830841 10205563  608745  7.1   98   70 
1350  830841 10205563  608745  7.1   98   70 
1351  830841 10205563  608745  7.1   98   70 
1352  830841 10205563  608745  7.1   98   70 
1353  830841 10205563  608745  7.1   98   70 
1354  830841 10205563  608745  7.1   98   70 
1355  830841 10205563  608745  7.1   98   70 
1356  830841 10205563  608745  7.1   98   70 
1357  830841 10205563  608745  7.1   98   70 
1358  830841 10205563  608745  7.1   98   70 
1359  830841 10205563  608745  7.1   98   70 
1360  830841 10205563  608745  7.1   98   70 
1361  830841 10205563  608745  7.1   98   70 
1362  830841 10205563  608745  7.1   98   70 
1363  830841 10205563  608745  7.1   98   70 
1364  830841 10205563  608745  7.1   98   70 
1365  830841 10205563  608745  7.1   98   70 
1366  830841 10205563  608745  7.1   98   70 
1367  830841 10205563  608745  7.1   98   70 
1368  830841 10205563  608745  7.1   98   70 
1369  830841 10205563  608745  7.1   98   70 
1370  830841 10205563  608745  7.1   98   70 
1371  830841 10205563  608745  7.1   98   70 
1372  830841 10205563  608745  7.1   98   70 
1373  830841 10205563  608745  7.1   98   70 
1374  830841 10205563  608745  7.1   98   70 
1375  830841 10205563  608745  7.1   98   70 
1376  830841 10205563  608745  7.1   98   70 
1377  830841 10205563  608745  7.1   98   70 
1378  830841 10205563  608745  7.1   98   70 
1379  830841 10205563  608745  7.1   98   70 
1380  830841 10205563  608745  7.1   98   70 
1381  830841 10205563  608745  7.1   98   70 
1382  830841 10205563  608745  7.1   98   70 
1383  830841 10205563  608745  7.1   98   70 
1384  830841 10205563  608745  7.1   98   70 
1385  830841 10205563  608745  7.1   98   70 
1386  830841 10205563  608745  7.1   98   70 
1387  830841 10205563  608745  7.1   98   70 
1388  830841 10205563  608745  7.1   98   70 
1389  830841 10205563  608745  7.1   98   70 
1390  830841 10205563  608745  7.1   98   70 
1391  830841 10205563  608745  7.1   98   70 
1392  830841 10205563  608745  7.1   98   70 
1393  830841 10205563  608745  7.1   98   70 
1394  830841 10205563  608745  7.1   98   70 
1395  830841 10205563  608745  7.1   98   70 
1396  830841 10205563  608745  7.1   98   70 
1397  830841 10205563  608745  7.1   98   70 
1398  830841 10205563  608745  7.1   98   70 
1399  830841 10205563  608745  7.1   98   70 
1400  830841 10205563  608745  7.1   98   70 
1401  830841 10205563  608745  7.1   98   70 
1402  830841 10205563  608745  7.1   98   70 
1403  830841 10205563  608745  7.1   98   70 
1404  830841 10205563  608745  7.1   98   70 
1405  830841 10205563  608745  7.1   98   70 
1406  830841 10205563  608745  7.1   98   70 
1407  830841 10205563  608745  7.1   98   70 
1408  830841 10205563  608745  7.1   98   70 
1409  830841 10205563  608745  7.1   98   70 
1410  830841 10205563  608745  7.1   98   70 
1411  830841 10205563  608745  7.1   98   70 
1412  830841 10205563  608745  7.1   98   70 
1413  830841 10205563  608745  7.1   98   70 
1414  830841 10205563  608745  7.1   98   70 
1415  830841 10205563  608745  7.1   98   70 
1416  830841 10205563  608745  7.1   98   70 
1417  830841 10205563  608745  7.1   98   70 
1418  830841 10205563  608745  7.1   98   70 
1419  830841 10205563  608745  7.1   98   70 
1420  830841 10205563  608745  7.1   98   70 
1421  830841 10205563  608745  7.1   98   70 
1422  830841 10205563  608745  7.1   98   70 
1423  830841 10205563  608745  7.1   98   70 
1424  830841 10205563  608745  7.1   98   70 
1425  830841 10205563  608745  7.1   98   70 
1426  830841 10205563  608745  7.1   98   70 
1427  830841 10205563  608745  7.1   98   70 
1428  830841 10205563  608745  7.1   98   70 
1429  830841 10205563  608745  7.1   98   70 
1430  830841 10205563  608745  7.1   98   70 
1431  830841 10205563  608745  7.1   98   70 
1432  830841 10205563  608745  7.1   98   70 
1433  830841 10205563  608745  7.1   98   70 
1434  830841 10205563  608745  7.1   98   70 
1435  830841 10205563  608745  7.1   98   70 
1436  830841 10205563  608745  7.1   98   70 
1437  830841 10205563  608745  7.1   98   70 
1438  830841 10205563  608745  7.1   98   70 
1439  830841 10205563  608745  7.1   98   70 
1440  830841 10205563  608745  7.1   98   70 
1441  830841 10205563  608745  7.1   98   70 
1442  830841 10205563  608745  7.1   98   70 
1443  830841 10205563  608745  7.1   98   70 
1444  830841 10205563  608745  7.1   98   70 
1445  830841 10205563  608745  7.1   98   70 
1446  830841 10205563  608745  7.1   98   70 
1447  830841 10205563  608745  7.1   98   70 
1448  830841 10205563  608745  7.1   98   70 
1449  830841 10205563  608745  7.1   98   70 
1450  830841 10205563  608745  7.1   98   70 
1451  830841 10205563  608745  7.1   98   70 
1452  830841 10205563  608745  7.1   98   70 
1453  830841 10205563  608745  7.1   98   70 
1454  830841 10205563  608745  7.1   98   70 
1455  830841 10205563  608745  7.1   98   70 
1456  830841 10205563  608745  7.1   98   70 
1457  830841 10205563  608745  7.1   98   70 
1458  830841 10205563  608745  7.1   98   70 
1459  830841 10205563  608745  7.1   98   70 
1460  830841 10205563  608745  7.1   98   70 
1461  830841 10205563  608745  7.1   98   70 
1462  830841 10205563  608745  7.1   98   70 
1463  830841 10205563  608745  7.1   98   70 
1464  830841 10205563  608745  7.1   98   70 
1465  830841 10205563  608745  7.1   98   70 
1466  830841 10205563  608745  7.1   98   70 
1467  830841 10205563  608745  7.1   98   70 
1468  830841 10205563  608745  7.1   98   70 
1469  830841 10205563  608745  7.1   98   70 
1470  830841 10205563  608745  7.1   98   70 
1471  830841 10205563  608745  7.1   98   70 
1472  830841 10205563  608745  7.1   98   70 
1473  830841 10205563  608745  7.1   98   70 
1474  830841 10205563  608745  7.1   98   70 
1475  830841 10205563  608745  7.1   98   70 
1476  830841 10205563  608745  7.1   98   70 
1477  830841 10205563  608745  7.1   98   70 
1478  830841 10205563  608745  7.1   98   70 
1479  830841 10205563  608745  7.1   98   70 
1480  830841 10205563  608745  7.1   98   70 
1481  830841 10205563  608745  7.1   98   70 
1482  830841 10205563  608745  7.1   98   70 
1483  830841 10205563  608745  7.1   98   70 
1484  830841 10205563  608745  7.1   98   70 
1485  830841 10205563  608745  7.1   98   70 
1486  830841 10205563  608745  7.1   98   70 
1487  830841 10205563  608745  7.1   98   70 
1488  830841 10205563  608745  7.1   98   70 
1489  830841 10205563  608745  7.1   98   70 
1490  830841 10205563  608745  7.1   98   70 
1491  830841 10205563  608745  7.1   98   70 
1492  830841 10205563  608745  7.1   98   70 
1493  830841 10205563  608745  7.1   98   70 
1494  830841 10205563  608745  7.1   98   70 
1495  830841 10205563  608745  7.1   98   70 
1496  830841 10205563  608745  7.1   98   70 
1497  830841 10205563  608745  7.1   98   70 
1498  830841 10205563  608745  7.1   98   70 
1499  830841 10205563  608745  7.1   98   70 
1500  830841 10205563  608745  7.1   98   70 
1501  830841 10205563  608745  7.1   98   70 
1502  830841 10205563  608745  7.1   98   70 
1503  830841 10205563  608745  7.1   98   70 
1504  830841 10205563  608745  7.1   98   70 
1505  830841 10205563  608745  7.1   98   70 
1506  830841 10205563  608745  7.1   98   70 
1507  830841 10205563  608745  7.1   98   70 
1508  830841 10205563  608745  7.1   98   70 
1509  830841 10205563  608745  7.1   98   70 
1510  830841 10205563  608745  7.1   98   70 
1511  830841 10205563  608745  7.1   98   70 
1512  830841 10205563  608745  7.1   98   70 
1513  830841 10205563  608745  7.1   98   70 
1514  830841 10205563  608745  7.1   98   70 
1515  830841 10205563  608745  7.1   98   70 
1516  830841 10205563  608745  7.1   98   70 
1517  830841 10205563  608745  7.1   98   70 
1518  830841 10205563  608745  7.1   98   70 
1519  830841 10205563  608745  7.1   98   70 
1520  830841 10205563  608745  7.1   98   70 
1521  830841 10205563  608745  7.1   98   70 
1522  830841 10205563  608745  7.1   98   70 
1523  830841 10205563  608745  7.1   98   70 
1524  830841 10205563  608745  7.1   98   70 
1525  830841 10205563  608745  7.1   98   70 
1526  830841 10205563  608745  7.1   98   70 
1527  830841 10205563  608745  7.1   98   70 
1528  830841 10205563  608745  7.1   98   70 
1529  830841 10205563  608745  7.1   98   70 
1530  830841 10205563  608745  7.1   98   70 
1531  830841 10205563  608745  7.1   98   70 
1532  830841 10205563  608745  7.1   98   70 
1533  830841 10205563  608745  7.1   98   70 
1534  830841 10205563  608745  7.1   98   70 
1535  830841 10205563  608745  7.1   98   70 
1536  830841 10205563  608745  7.1   98   70 
1537  830841 10205563  608745  7.1   98   70 
1538  830841 10205563  608745  7.1   98   70 
1539  830841 10205563  608745  7.1   98   70 
1540  830841 10205563  608745  7.1   98   70 
1541  830841 10205563  608745  7.1   98   70 
1542  830841 10205563  608745  7.1   98   70 
1543  830841 10205563  608745  7.1   98   70 
1544  830841 10205563  608745  7.1   98   70 
1545  830841 10205563  608745  7.1   98   70 
1546  830841 10205563  608745  7.1   98   70 
1547  830841 10205563  608745  7.1   98   70 
1548  830841 10205563  608745  7.1   98   70 
1549  830841 10205563  608745  7.1   98   70 
1550  830841 10205563  608745  7.1   98   70 
1551  830841 10205563  608745  7.1   98   70 
1552  830841 10205563  608745  7.1   98   70 
1553  830841 10205563  608745  7.1   98   70 
1554  830841 10205563  608745  7.1   98   70 
1555  830841 10205563  608745  7.1   98   70 
1556  830841 10205563  608745  7.1   98   70 
1557  830841 10205563  608745  7.1   98   70 
1558  830841 10205563  608745  7.1   98   70 
1559  830841 10205563  608745  7.1   98   70 
1560  830841 10205563  608745  7.1   98   70 
1561  830841 10205563  608745  7.1   98   70 
1562  830841 10205563  608745  7.1   98   70 
1563  830841 10205563  608745  7.1   98   70 
1564  830841 10205563  608745  7.1   98   70 
1565  830841 10205563  608745  7.1   98   70 
1566  830841 10205563  608745  7.1   98   70 
1567  830841 10205563  608745  7.1   98   70 
1568  830841 10205563  608745  7.1   98   70 
1569  830841 10205563  608745  7.1   98   70 
1570  830841 10205563  608745  7.1   98   70 
1571  830841 10205563  608745  7.1   98   70 
1572  830841 10205563  608745  7.1   98   70 
1573  830841 10205563  608745  7.1   98   70 
1574  830841 10205563  608745  7.1   98   70 
1575  830841 10205563  608745  7.1   98   70 
1576  830841 10205563  608745  7.1   98   70 
1577  830841 10205563  608745  7.1   98   70 
1578  830841 10205563  608745  7.1   98   70 
1579  830841 10205563  608745  7.1   98   70 
1580  830841 10205563  608745  7.1   98   70 
1581  830841 10205563  608745  7.1   98   70 
1582  830841 10205563  608745  7.1   98   70 
1583  830841 10205563  608745  7.1   98   70 
1584  830841 10205563  608745  7.1   98   70 
1585  830841 10205563  608745  7.1   98   70 
1586  830841 10205563  608745  7.1   98   70 
1587  830841 10205563  608745  7.1   98   70 
1588  830841 10205563  608745  7.1   98   70 
1589  830841 10205563  608745  7.1   98   70 
1590  830841 10205563  608745  7.1   98   70 
1591  830841 10205563  608745  7.1   98   70 
1592  830841 10205563  608745  7.1   98   70 
1593  830841 10205563  608745  7.1   98   70 
1594  830841 10205563  608745  7.1   98   70 
1595  830841 10205563  608745  7.1   98   70 
1596  830841 10205563  608745  7.1   98   70 
1597  830841 10205563  608745  7.1   98   70 
1598  830841 10205563  608745  7.1   98   70 
1599  830841 10205563  608745  7.1   98   70 
1600  830841 10205563  608745  7.1   98   70 
1601  830841 10205563  608745  7.1   98   70 
1602  830841 10205563  608745  7.1   98   70 
1603  830841 10205563  608745  7.1   98   70 
1604  830841 10205563  608745  7.1   98   70 
1605  830841 10205563  608745  7.1   98   70 
1606  830841 10205563  608745  7.1   98   70 
1607  830841 10205563  608745  7.1   98   70 
1608  830841 10205563  608745  7.1   98   70 
1609  830841 10205563  608745  7.1   98   70 
1610  830841 10205563  608745  7.1   98   70 
1611  830841 10205563  608745  7.1   98   70 
1612  830841 10205563  608745  7.1   98   70 
1613  830841 10205563  608745  7.1   98   70 
1614  830841 10205563  608745  7.1   98   70 
1615  830841 10205563  608745  7.1   98   70 
1616  830841 10205563  608745  7.1   98   70 
1617  830841 10205563  608745  7.1   98   70 
1618  830841 10205563  608745  7.1   98   70 
1619  830841 10205563  608745  7.1   98   70 
1620  830841 10205563  608745  7.1   98   70 
1621  830841 10205563  608745  7.1   98   70 
1622  830841 10205563  608745  7.1   98   70 
1623  830841 10205563  608745  7.1   98   70 
1624  830841 10205563  608745  7.1   98   70 
1625  830841 10205563  608745  7.1   98   70 
1626  830841 10205563  608745  7.1   98   70 
1627  830841 10205563  608745  7.1   98   70 
1628  830841 10205563  608745  7.1   98   70 
1629  830841 10205563  608745  7.1   98   70 
1630  830841 10205563  608745  7.1   98   70 
1631  830841 10205563  608745  7.1   98   70 
1632  830841 10205563  608745  7.1   98   70 
1633  830841 10205563  608745  7.1   98   70 
1634  830841 10205563  608745  7.1   98   70 
1635  830841 10205563  608745  7.1   98   70 
1636  830841 10205563  608745  7.1   98   70 
1637  830841 10205563  608745  7.1   98   70 
1638  830841 10205563  608745  7.1   98   70 
1639  830841 10205563  608745  7.1   98   70 
1640  830841 10205563  608745  7.1   98   70 
1641  830841 10205563  608745  7.1   98   70 
1642  830841 10205563  608745  7.1   98   70 
1643  830841 10205563  608745  7.1   98   70 
1644  830841 10205563  608745  7.1   98   70 
1645  830841 10205563  608745  7.1   98   70 
1646  830841 10205563  608745  7.1   98   70 
1647  830841 10205563  608745  7.1   98   70 
1648  830841 10205563  608745  7.1   98   70 
1649  830841 10205563  608745  7.1   98   70 
1650  830841 10205563  608745  7.1   98   70 
1651  830841 10205563  608745  7.1   98   70 
1652  830841 10205563  608745  7.1   98   70 
1653  830841 10205563  608745  7.1   98   70 
1654  830841 10205563  608745  7.1   98   70 
1655  830841 10205563  608745  7.1   98   70 
1656  830841 10205563  608745  7.1   98   70 
1657  830841 10205563  608745  7.1   98   70 
1658  830841 10205563  608745  7.1   98   70 
1659  830841 10205563  608745  7.1   98   70 
1660  830841 10205563  608745  7.1   98   70 
1661  830841 10205563  608745  7.1   98   70 
1662  830841 10205563  608745  7.1   98   70 
1663  830841 10205563  608745  7.1   98   70 
1664  830841 10205563  608745  7.1   98   70 
1665  830841 10205563  608745  7.1   98   70 
1666  830841 10205563  608745  7.1   98   70 
1667  830841 10205563  608745  7.1   98   70 
1668  830841 10205563  608745  7.1   98   70 
1669  830841 10205563  608745  7.1   98   70 
1670  830841 10205563  608745  7.1   98   70 
1671  830841 10205563  608745  7.1   98   70 
1672  830841 10205563  608745  7.1   98   70 
1673  830841 10205563  608745  7.1   98   70 
1674  830841 10205563  608745  7.1   98   70 
1675  830841 10205563  608745  7.1   98   70 
1676  830841 10205563  608745  7.1   98   70 
1677  830841 10205563  608745  7.1   98   70 
1678  830841 10205563  608745  7.1   98   70 
1679  830841 10205563  608745  7.1   98   70 
1680  830841 10205563  608745  7.1   98   70 
1681  830841 10205563  608745  7.1   98   70 
1682  830841 10205563  608745  7.1   98   70 
1683  830841 10205563  608745  7.1   98   70 
1684  830841 10205563  608745  7.1   98   70 
1685  830841 10205563  608745  7.1   98   70 
1686  830841 10205563  608745  7.1   98   70 
1687  830841 10205563  608745  7.1   98   70 
1688  830841 10205563  608745  7.1   98   70 
1689  830841 10205563  608745  7.1   98   70 
1690  830841 10205563  608745  7.1   98   70 
1691  830841 10205563  608745  7.1   98   70 
1692  830841 10205563  608745  7.1   98   70 
1693  830841 10205563  608745  7.1   98   70 
1694  830841 10205563  608745  7.1   98   70 
1695  830841 10205563  608745  7.1   98   70 
1696  830841 10205563  608745  7.1   98   70 
1697  830841 10205563  608745  7.1   98   70 
1698  830841 10205563  608745  7.1   98   70 
1699  830841 10205563  608745  7.1   98   70 
1700  830841 10205563  608745  7.1   98   70 
1701  830841 10205563  608745  7.1   98   70 
1702  830841 10205563  608745  7.1   98   70 
1703  830841 10205563  608745  7.1   98   70 
1704  830841 10205563  608745  7.1   98   70 
1705  830841 10205563  608745  7.1   98   70 
1706  830841 10205563  608745  7.1   98   70 
1707  830841 10205563  608745  7.1   98   70 
1708  830841 10205563  608745  7.1   98   70 
1709  830841 10205563  608745  7.1   98   70 
1710  830841 10205563  608745  7.1   98   70 
1711  830841 10205563  608745  7.1   98   70 
1712  830841 10205563  608745  7.1   98   70 
1713  830841 10205563  608745  7.1   98   70 
1714  830841 10205563  608745  7.1   98   70 
1715  830841 10205563  608745  7.1   98   70 
1716  830841 10205563  608745  7.1   98   70 
1717  830841 10205563  608745  7.1   98   70 
1718  830841 10205563  608745  7.1   98   70 
1719  830841 10205563  608745  7.1   98   70 
1720  830841 10205563  608745  7.1   98   70 
1721  830841 10205563  608745  7.1   98   70 
1722  830841 10205563  608745  7.1   98   70 
1723  830841 10205563  608745  7.1   98   70 
1724  830841 10205563  608745  7.1   98   70 
1725  830841 10205563  608745  7.1   98   70 
1726  830841 10205563  608745  7.1   98   70 
1727  830841 10205563  608745  7.1   98   70 
1728  830841 10205563  608745  7.1   98   70 
1729  830841 10205563  608745  7.1   98   70 
1730  830841 10205563  608745  7.1   98   70 
1731  830841 10205563  608745  7.1   98   70 
1732  830841 10205563  608745  7.1   98   70 
1733  830841 10205563  608745  7.1   98   70 
1734  830841 10205563  608745  7.1   98   70 
1735  830841 10205563  608745  7.1   98   70 
1736  830841 10205563  608745  7.1   98   70 
1737  830841 10205563  608745  7.1   98   70 
1738  830841 10205563  608745  7.1   98   70 
1739  830841 10205563  608745  7.1   98   70 
1740  830841 10205563  608745  7.1   98   70 
1741  830841 10205563  608745  7.1   98   70 
1742  830841 10205563  608745  7.1   98   70 
1743  830841 10205563  608745  7.1   98   70 
1744  830841 10205563  608745  7.1   98   70 
1745  830841 10205563  608745  7.1   98   70 
1746  830841 10205563  608745  7.1   98   70 
1747  830841 10205563  608745  7.1   98   70 
1748  830841 10205563  608745  7.1   98   70 
1749  830841 10205563  608745  7.1   98   70 
1750  830841 10205563  608745  7.1   98   70 
1751  830841 10205563  608745  7.1   98   70 
1752  830841 10205563  608745  7.1   98   70 
1753  830841 10205563  608745  7.1   98   70 
1754  830841 10205563  608745  7.1   98   70 
1755  830841 10205563  608745  7.1   98   70 
1756  830841 10205563  608745  7.1   98   70 
1757  830841 10205563  608745  7.1   98   70 
1758  830841 10205563  608745  7.1   98   70 
1759  830841 10205563  608745  7.1   98   70 
1760  830841 10205563  608745  7.1   98   70 
1761  830841 10205563  608745  7.1   98   70 
1762  830841 10205563  608745  7.1   98   70 
1763  830841 10205563  608745  7.1   98   70 
1764  830841 10205563  608745  7.1   98   70 
1765  830841 10205563  608745  7.1   98   70 
1766  830841 10205563  608745  7.1   98   70 
1767  830841 10205563  608745  7.1   98   70 
1768  830841 10205563  608745  7.1   98   70 
1769  830841 10205563  608745  7.1   98   70 
1770  830841 10205563  608745  7.1   98   70 
1771  830841 10205563  608745  7.1   98   70 
1772  830841 10205563  608745  7.1   98   70 
1773  830841 10205563  608745  7.1   98   70 
1774  830841 10205563  608745  7.1   98   70 
1775  830841 10205563  608745  7.1   98   70 
1776  830841 10205563  608745  7.1   98   70 
1777  830841 10205563  608745  7.1   98   70 
1778  830841 10205563  608745  7.1   98   70 
1779  830841 10205563  608745  7.1   98   70 
1780  830841 10205563  608745  7.1   98   70 
1781  830841 10205563  608745  7.1   98   70 
1782  830841 10205563  608745  7.1   98   70 
1783  830841 10205563  608745  7.1   98   70 
1784  830841 10205563  608745  7.1   98   70 
1785  830841 10205563  608745  7.1   98   70 
1786  830841 10205563  608745  7.1   98   70 
1787  830841 10205563  608745  7.1   98   70 
1788  830841 10205563  608745  7.1   98   70 
1789  830841 10205563  608745  7.1   98   70 
1790  830841 10205563  608745  7.1   98   70 
1791  830841 10205563  608745  7.1   98   70 
1792  830841 10205563  608745  7.1   98   70 
1793  830841 10205563  608745  7.1   98   70 
1794  830841 10205563  608745  7.1   98   70 
1795  830841 10205563  608745  7.1   98   70 
1796  830841 10205563  608745  7.1   98   70 
1797  830841 10205563  608745  7.1   98   70 
1798  830841 10205563  608745  7.1   98   70 
1799  830841 10205563  608745  7.1   98   70 
1800  830841 10205563  608745  7.1   98   70 
1801  830841 10205563  608745  7.1   98   70 
1802  830841 10205563  608745  7.1   98   70 
1803  830841 10205563  608745  7.1   98   70 
1804  830841 10205563  608745  7.1   98   70 
1805  830841 10205563  608745  7.1   98   70 
1806  830841 10205563  608745  7.1   98   70 
1807  830841 10205563  608745  7.1   98   70 
1808  830841 10205563  608745  7.1   98   70 
1809  830841 10205563  608745  7.1   98   70 
1810  830841 10205563  608745  7.1   98   70 
1811  830841 10205563  608745  7.1   98   70 
1812  830841 10205563  608745  7.1   98   70 
1813  830841 10205563  608745  7.1   98   70 
1814  830841 10205563  608745  7.1   98   70 
1815  830841 10205563  608745  7.1   98   70 
